celltype_HCA_fine,source_study,source_doi,author_label,n_cells
Immune_CD4_T_Unpolarised,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,139
Immune_CD4_T_Unpolarised,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,54
Immune_CD4_T_Unpolarised,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,13
Immune_CD4_T_Unpolarised,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,5
Immune_CD4_Th17,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,2329
Immune_CD4_Th17,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,906
Immune_CD4_Th17,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,245
Immune_CD4_Th17,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD4,239
Immune_CD4_Th17,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,102
Immune_CD4_Th17,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,21
Immune_CD4_Th17,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,3
Immune_CD4_Th17_SCMlike,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,155
Immune_CD4_Th17_SCMlike,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,123
Immune_CD4_Th17_SCMlike,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD4,120
Immune_CD4_Th17_SCMlike,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,107
Immune_CD4_Th17_SCMlike,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,44
Immune_CD4_Th17_SCMlike,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,19
Immune_CD4_Th17_SCMlike,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,12
Immune_CD4_Th17_SCMlike,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,1
Immune_CD4_Treg,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,495
Immune_CD4_Treg,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,166
Immune_CD4_Treg,celltype_Ulrich2024,10.1073/pnas.2404775121,TReg,122
Immune_CD4_Treg,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,29
Immune_CD4_Treg,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,27
Immune_CD4_Treg,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tcm/Naive_CD4,13
Immune_CD4_Treg,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,4
Immune_CD4_Treg,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,2
Immune_CD4_Treg_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,9
Immune_CD4_Treg_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,4
Immune_CD4_Treg_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD4,3
Immune_CD4_Treg_Cyc,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,2
Immune_CD8_NaiveT,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,49
Immune_CD8_NaiveT,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,23
Immune_CD8_NaiveT,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,19
Immune_CD8_NaiveT,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,19
Immune_CD8_NaiveT,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,14
Immune_CD8_NaiveT,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,12
Immune_CD8_NaiveT,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD8,11
Immune_CD8_NaiveT,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,7
Immune_CD8_T_EM,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,252
Immune_CD8_T_EM,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,141
Immune_CD8_T_EM,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,108
Immune_CD8_T_EM,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD8,95
Immune_CD8_T_EM,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,74
Immune_CD8_T_EM,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,2
Immune_CD8_T_EM,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,1
Immune_CD8_T_EM,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,1
Immune_CD8_T_RM,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,3151
Immune_CD8_T_RM,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,949
Immune_CD8_T_RM,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,791
Immune_CD8_T_RM,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD8,415
Immune_CD8_T_RM,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,79
Immune_CD8_T_RM,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,36
Immune_CD8_T_RM,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,1
Immune_CD8_T_RM_GZMKhi,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,3178
Immune_CD8_T_RM_GZMKhi,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,2304
Immune_CD8_T_RM_GZMKhi,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,1116
Immune_CD8_T_RM_GZMKhi,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD8,829
Immune_CD8_T_RM_GZMKhi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,254
Immune_CD8_T_RM_GZMKhi,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,80
Immune_CD8_T_RM_GZMKhi,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,9
Immune_CD8_T_RM_GZMKhi,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,3
Immune_CD8_T_RM_GZMKhi,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,1
Immune_EarlyMidErythroid,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Erythroid,14
Immune_EarlyMidErythroid,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Erythrocyte,2
Immune_EarlyMidErythroid,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Erythroid,1
Immune_HPC,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,37
Immune_HPC,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,27
Immune_HPC,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,3
Immune_HPC,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,1
Immune_HPC,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,1
Immune_ILC3_NCRhi,celltype_Ulrich2024,10.1073/pnas.2404775121,ILC,583
Immune_ILC3_NCRhi,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,544
Immune_ILC3_NCRhi,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,171
Immune_ILC3_NCRhi,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,74
Immune_ILC3_NCRhi,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,58
Immune_ILC3_NCRhi,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,36
Immune_ILC3_NCRhi,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,23
Immune_ILC3_NCRhi,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,19
Immune_ILC3_NCRhi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,11
Immune_ILC3_NCRlo,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,63
Immune_ILC3_NCRlo,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,50
Immune_ILC3_NCRlo,celltype_Ulrich2024,10.1073/pnas.2404775121,ILC,24
Immune_ILC3_NCRlo,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,15
Immune_ILC3_NCRlo,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,10
Immune_ILC3_NCRlo,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,3
Immune_ImmatureB,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,60
Immune_ImmatureB,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,12
Immune_ImmatureB,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,11
Immune_ImmatureB,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,1
Immune_LargePreB,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,44
Immune_LargePreB,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,22
Immune_LargePreB,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,17
Immune_LargePreB,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,2
Immune_LargePreB,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,1
Immune_LateErythroid,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,10
Immune_LateErythroid,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,5
Immune_LateErythroid,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,3
Immune_LateErythroid,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,3
Immune_MAIT,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,595
Immune_MAIT,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,478
Immune_MAIT,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,111
Immune_MAIT,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD4,54
Immune_MAIT,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,34
Immune_MAIT,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,16
Immune_MAIT,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,10
Immune_MAIT,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,6
Immune_MEMP,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,22
Immune_MEMP,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,17
Immune_MEMP,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,1
Immune_MEMP,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Erythrocyte,1
Immune_MEMP,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,1
Immune_MEMP,celltype_Ulrich2024,10.1073/pnas.2404775121,Mast,1
Immune_MO_Classical,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,1564
Immune_MO_Classical,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,553
Immune_MO_Classical,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,381
Immune_MO_Classical,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,334
Immune_MO_Classical,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,218
Immune_MO_Classical,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Monocyte,210
Immune_MO_Classical,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,118
Immune_MO_Classical,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,77
Immune_MO_Classical,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,25
Immune_MO_NonClassical,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,145
Immune_MO_NonClassical,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,64
Immune_MO_NonClassical,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,55
Immune_MO_NonClassical,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,34
Immune_MO_NonClassical,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Monocyte,24
Immune_MO_NonClassical,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,7
Immune_MO_NonClassical,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,6
Immune_MO_NonClassical,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,4
Immune_MO_NonClassical,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,2
Immune_Mac_Cyc,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,278
Immune_Mac_Cyc,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,215
Immune_Mac_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,161
Immune_Mac_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,119
Immune_Mac_Cyc,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_oLAMs_SPP1,96
Immune_Mac_Cyc,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,73
Immune_Mac_Cyc,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,68
Immune_Mac_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,39
Immune_Mac_Cyc,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,15
Immune_Mac_LYVE1hi,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,2805
Immune_Mac_LYVE1hi,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,1070
Immune_Mac_LYVE1hi,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,822
Immune_Mac_LYVE1hi,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,721
Immune_Mac_LYVE1hi,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,675
Immune_Mac_LYVE1hi,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,600
Immune_Mac_LYVE1hi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Mac_LYVE1,399
Immune_Mac_LYVE1hi,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,220
Immune_Mac_LYVE1hi,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,167
Immune_Mac_Transitional,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,284
Immune_Mac_Transitional,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,177
Immune_Mac_Transitional,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,126
Immune_Mac_Transitional,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Mac_Fetal,101
Immune_Mac_Transitional,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,54
Immune_Mac_Transitional,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,50
Immune_Mac_Transitional,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,27
Immune_Mac_Transitional,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,25
Immune_Mac_Transitional,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,10
Immune_Mast,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mast cell,1342
Immune_Mast,celltype_Weigert2025,10.1038/s41467-024-55440-2,mast cell,589
Immune_Mast,celltype_Ulrich2024,10.1073/pnas.2404775121,Mast,485
Immune_Mast,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,401
Immune_Mast,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,34
Immune_Mast,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,11
Immune_Mast,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,9
Immune_Mast,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Mast,9
Immune_Mast,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,1
Immune_MegaPlat,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,62
Immune_MegaPlat,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,51
Immune_MegaPlat,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,6
Immune_MemoryB,celltype_Weigert2025,10.1038/s41467-024-55440-2,plasma cell,283
Immune_MemoryB,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,157
Immune_MemoryB,celltype_Ulrich2024,10.1073/pnas.2404775121,B-cells,49
Immune_MemoryB,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,25
Immune_MemoryB,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,22
Immune_MemoryB,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,17
Immune_MemoryB,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,17
Immune_MemoryB,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,5
Immune_NKT_γδT_Vδ1,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,577
Immune_NKT_γδT_Vδ1,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,338
Immune_NKT_γδT_Vδ1,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tem/Trm_CD8,86
Immune_NKT_γδT_Vδ1,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD8,78
Immune_NKT_γδT_Vδ1,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,29
Immune_NKT_γδT_Vδ1,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,12
Immune_NKT_γδT_Vδ1,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,3
Immune_NKT_γδT_Vδ1,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,2
Immune_NK_CD16hi,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,321
Immune_NK_CD16hi,celltype_Ulrich2024,10.1073/pnas.2404775121,NK-cells,184
Immune_NK_CD16hi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_NK_CD16+,165
Immune_NK_CD16hi,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,147
Immune_NK_CD16hi,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,124
Immune_NK_CD16hi,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,51
Immune_NK_CD16hi,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,30
Immune_NK_CD16hi,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,28
Immune_NK_CD16hi,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,1
Immune_NK_CD56dim_CD16dim_SPTSSBhi,celltype_Ulrich2024,10.1073/pnas.2404775121,NK-cells,7
Immune_NK_CD56dim_CD16dim_SPTSSBhi,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,6
Immune_NK_CD56dim_CD16dim_SPTSSBhi,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,6
Immune_NK_CD56dim_CD16dim_SPTSSBhi,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,5
Immune_NK_CD56dim_CD16dim_SPTSSBhi,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,2
Immune_NK_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,858
Immune_NK_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Hematopoietic-progenitor,256
Immune_NK_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,178
Immune_NK_Cyc,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,15
Immune_NK_Cyc,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,13
Immune_NK_Cyc,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,11
Immune_NK_Cyc,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,6
Immune_NK_Cyc,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_NK_CD16+,5
Immune_NK_Cyc,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,5
Immune_NMP_Promyelocytes,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,28
Immune_NMP_Promyelocytes,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,21
Immune_NMP_Promyelocytes,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,20
Immune_NMP_Promyelocytes,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Monocyte,4
Immune_NMP_Promyelocytes,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,3
Immune_NaiveB,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,30
Immune_NaiveB,celltype_Weigert2025,10.1038/s41467-024-55440-2,plasma cell,25
Immune_NaiveB,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,12
Immune_NaiveB,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,10
Immune_NaiveB,celltype_Ulrich2024,10.1073/pnas.2404775121,B-cells,7
Immune_NaiveB,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,6
Immune_NaiveB,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,4
Immune_NaiveB,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,2
Immune_Neutrophils,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,8
Immune_Neutrophils,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,5
Immune_Neutrophils,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,1
Immune_Neutrophils,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,1
Immune_Plasma_κ,celltype_Weigert2025,10.1038/s41467-024-55440-2,plasma cell,675
Immune_Plasma_κ,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,B cell,248
Immune_Plasma_κ,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,39
Immune_Plasma_κ,celltype_Ulrich2024,10.1073/pnas.2404775121,B-cells,34
Immune_Plasma_κ,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,2
Immune_Plasma_λ,celltype_Weigert2025,10.1038/s41467-024-55440-2,plasma cell,277
Immune_Plasma_λ,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,B cell,146
Immune_Plasma_λ,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,26
Immune_Plasma_λ,celltype_Ulrich2024,10.1073/pnas.2404775121,MUC16+_Gland_sec,22
Immune_Plasma_λ,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,3
Immune_ProB,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,12
Immune_ProB,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,8
Immune_ProB,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,3
Immune_ProB,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,2
Immune_SmallPreB,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,41
Immune_SmallPreB,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,40
Immune_SmallPreB,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_B_naive,40
Immune_SmallPreB,celltype_Weigert2025,10.1038/s41467-024-55440-2,plasma cell,2
Immune_T_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,336
Immune_T_Cyc,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,126
Immune_T_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Hematopoietic-progenitor,111
Immune_T_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,49
Immune_T_Cyc,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,23
Immune_T_Cyc,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,13
Immune_T_Cyc,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Tcm/Naive_CD4,10
Immune_T_Cyc,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,9
Immune_T_Cyc,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,2
Immune_cDC1,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,124
Immune_cDC1,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,73
Immune_cDC1,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,51
Immune_cDC1,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,46
Immune_cDC1,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,13
Immune_cDC1,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,12
Immune_cDC1,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,7
Immune_cDC1,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,2
Immune_cDC1,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_oLAMs_SPP1,1
Immune_cDC2,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,617
Immune_cDC2,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,232
Immune_cDC2,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,197
